id,severity,type,area,title,effort,zoo,previous,persona_file,recommendation
P10-13,P2,bug,security,Egress allow path is IPv6-blind,M,no,U-20 residual,10-cisco-cto.md,Add IPv6 CIDR parsing and tests; document dual-stack scope verification in scope UX.
P10-14,P2,improvement,ops,Explicit corporate proxy support is uneven across dual agents,S,yes,none,10-cisco-cto.md,First-class `PERISCAN_RUNNER_PROXY_URL` on runner-agent with tests; document TLS inspection / private CA trust store mount for both agents.
P10-15,P2,improvement,runners,Fleet policy is strong ops UX but lacks multi-site routing semantics,L,no,none,10-cisco-cto.md,First-class `siteId` / `networkSegment` on runners; lease filter by scope CIDR intersection or explicit runner assignment on missions; surface in `/runners` fleet map.
P10-16,P2,request,integrations,Network enforcement missing from enterprise breadth readiness,S,no,none,10-cisco-cto.md,"Add pack “Network / SSE enforcement” with Umbrella, Zscaler, Panorama, FortiGate, Cloudflare as optional satisfied-if-connected checks."
P10-17,P2,innovation,runners,Segment-aware runner SKU + appliance profile (not full BAS appliance),L,no,Jobs/Horowitz wedge — hybrid is the wedge,10-cisco-cto.md,"Ship **Periscan Segment Runner** profiles: `campus-passive`, `dc-measured`, `ot-safe-baseline` as baked allowlists + resource limits + mTLS-required; meter by segment not by vague Enterprise contact-sales."
P10-18,P3,improvement,api,Control channel schema advertises futures that confuse security review,S,no,safety floor (protect)  ---,10-cisco-cto.md,Keep disallowed enum only in a clearly named `HistoricalDisallowedChannel` type or docs table; ensure OpenAPI customer docs never list ReverseSsh as a capability.
P11-1,P0,bug,evidence,Free-string GraphNode.nodeType is an open ontology with no registry,L,no,theme (Einstein free-string / prior Palantir free-string),11-palantir-cto.md,"Introduce versioned `GraphNodeType` enum or registry (prefix + leaf), migrate writers, validate on upsert, document allowed properties per type. Keep PRD list as mapping table, not free string escape hatch."
P11-2,P0,bug,nav,Mission object mislabeled “Validation Snapshot” on primary rail,S,yes,U-02,11-palantir-cto.md,"Nav + page title → **Missions**. Keep “Validation Snapshot” as a *workflow/template* under Missions (or a create path), not the object name."
P11-3,P0,bug,proof-loop,MissionsWorkbench never mounted; /missions is snapshot-only,M,yes,U-03 / theme mission rename,11-palantir-cto.md,Mount multi-type mission queue at `/missions` (list + filters by type/status/policy); make snapshot a “New snapshot” action. Or delete/park orphan workbench to end dual truth.
P11-4,P0,bug,ai-agents,Operator recommendations are not persisted objects,M,no,theme (prior Palantir operators),11-palantir-cto.md,"Persist recommendation rows (tenant, operatorType, status, evidenceIds, missionPlan, createdAt, decidedAt, missionId). List from DB; approve updates row + creates mission under same transaction/audit event."
P11-5,P0,bug,evidence,Living-map / terrain / swarm-KB stubs share production evidence package surface,M,yes,U-16 / anti-fabrication theme,11-palantir-cto.md,Move fixtures to `packages/evidence/src/fixtures/` or test-only module; strip from public package index; ban import from apps/api runtime. Keep production graph service pure.
P11-6,P1,feature,integrations,Scan-file importers exist as library only — not a fabric product path,L,no,none (corrects prior panel “no importers”),11-palantir-cto.md,Tenant-scoped import API (upload → normalize → observations/signals with source type `Import.nessus|csv|sarif`) + data-fabric UI action; integrity hash on raw file as evidence; never fabricate assets beyond resolution rules.
P11-7,P1,feature,other,No Object Explorer / object workspace — route-local ENTITY_ROUTE maps only,L,yes,U-23,11-palantir-cto.md,"Single shared `entityHref(type, id)` module covering all `RelatedEntityType` with real pages or a generic `/objects/:type/:id` workspace (summary, links, evidence, audit). Add read APIs for graph neighborhood by related entity."
P11-8,P1,improvement,nav,"Dual nav ontologies: same href, different type labels",S,yes,U-03,11-palantir-cto.md,"One nav source of truth; freeze labels: **Missions**, **Findings**, **Assets** (fabric as subview or secondary title), **Evidence**. Delete or generate secondary config from primary."
P11-9,P1,bug,ai-agents,Swarm UI ontology falsehood: sessions/missions/engagements sold as agents,S,yes,U-16,11-palantir-cto.md,"Rename surface to **Live validation ops** / **Mission radar**; change copy to “live sessions and missions”; demote under Labs (U-16). If Agent is required later, introduce persisted AgentRun type with provenance — do not relabel existing types."
P11-10,P1,bug,design-system,Customer-visible Living Map SVG is static fixture theater,S,yes,theme living-map stub,11-palantir-cto.md,Remove from default threat-center or gate behind explicit “Sample visualization” banner with zero implication of tenant data. Replace later with real graph neighborhood viz fed by GraphNode/Asset queries.
P11-11,P1,improvement,paths,PathNode.entityType closed enum vs GraphNode.nodeType free string — dual type systems,M,no,theme (Einstein dual type),11-palantir-cto.md,Define mapping table GraphNodeType ↔ RelatedEntityType (and path entity); enforce on write; document in shared package as ontology module.
P11-12,P2,bug,other,Coverage tag ontology duplicates (K8s vs Kubernetes) and free assetType on inventory,S,yes,none,11-palantir-cto.md,Collapse aliases; bind inventory tags to real asset classification enums; never assign full tag set on fixture rows used outside tests.
P11-13,P1,improvement,evidence,Evidence graph is a write-side OS without operator read plane,L,no,theme Slice 7,11-palantir-cto.md,Slice 7-aligned **Evidence / Graph explorer**: pick asset or finding → neighborhood (nodes/edges) → evidence artifacts → claim language. Read APIs first; viz second.
P11-14,P2,improvement,api,Graph and path properties are LooseObject bags — untyped ontology properties,L,no,none,11-palantir-cto.md,Promote hop certainty fields to first-class on GraphEdge (mirror PathEdge); introduce per-nodeType property schemas (zod discriminated unions) validated on upsert.
P11-15,P2,improvement,ai-agents,Approve recommendation returns Approved without durable status — API honesty gap,S (with P11-4 M),no,theme operators,11-palantir-cto.md,"Same as P11-4 persistence; until then, do not return Approved status without DB — return mission + decision only, or mark NotActionable after mission create via side table."
P11-16,P1,improvement,onboarding,Data fabric is high-quality fusion UX but buried / mis-scoped vs “Assets & Scope”,M,yes,U-09 / Slice 6 theme,11-palantir-cto.md,"Either (a) true Assets workspace: inventory + fabric tabs + link to scope verification, or (b) keep Data fabric name and demote until Slice 6 Assets & Scope is real. Do not dual-name."
P11-17,P2,request,copy,Autonomous nav group is feature-zoo ontology tax before proof loop is inevitable,S,yes,U-16,11-palantir-cto.md,Primary rail ≤ ~10: Dashboard · Missions · Paths · Findings · Remediation · Schedules · Runners · Integrations · Reports · Evidence (+ Admin). Move Autonomous → Labs. Keep Operators under Investigate or Remediate once persisted.
P11-18,P2,innovation,evidence,Ship “Ontology module” in shared: type registry + action map + claim rules as first-class product IP,XL,no,none,11-palantir-cto.md,"New `packages/shared/src/ontology.ts` (or package): object types, link types, allowed actions (create mission, approve, verify fix), claim predicates (when Measured is legal), UI hrefs. Generate OpenAPI tags and nav from it. This is the Palantir-shaped moat aligned with Periscan honesty — not Foundry clone UI."
P11-19,P2,improvement,security,Multi-source honesty excellence must not be diluted by fixture terrain $$ in risk helpers,S,yes,theme multi-source honesty,11-palantir-cto.md,Policy: customer-visible financial impact only from persisted valuation versions / explicit customer-entered criticality — never from living-map stubs. Lint ban on importing terrain helpers from apps/*.
P11-20,P3,bug,api,Audit ENTITY_ROUTE maps Scope → /missions (wrong object workspace),S,no,none  ---,11-palantir-cto.md,Point Scope to real scope management surface (or add `/scopes` object page); add tests that every RelatedEntityType with a route resolves to a page that loads that id.
P12-1,P0,improvement,competitive,Category home is AEV/CTEM proof — not full BAS,M,no,U-26,12-gartner-analyst.md,Publish external category page and sales one-pager: **AEV/CTEM proof layer**. Explicit out-of-scope list for live destructive multi-vector. Co-exist matrix for Wiz/Tenable/Microsoft. Train every SE on “we measure paths and prove Fixed.”
P12-2,P0,improvement,competitive,"Visionaries placement is correct; Leaders requires Execute, not more vision docs","L (program, not a single feature)",yes,theme — Visionary · Execute ~2.9,12-gartner-analyst.md,Treat **referenceable measured multi-hop + SCV inject + 3 design-partner proofs** as the only Leaders path. Cap new CoV surfaces until AtE moves.
P12-3,P0,bug,gtm,Scorecard inflation: Leading rows vs Partial/Scaffold engineering truth,M,no,U-07,12-gartner-analyst.md,Immediate freeze: no external “Leading” claim. Run **Slice 10 blind rescore** with independent owner; downgrade APV/SCV/DRV/choke until measured-edge ratio and inject loops pass demos. Cap product/function at 4 when engineering matrix says Partial.
P12-4,P0,improvement,competitive,Flagship Execute gap: measured multi-hop not default journey,L,no,U-05 · Slice 3,12-gartner-analyst.md,"Make Slice 3 the only P0 product bet: edge plan → policy → receipts → recompute path → before/after breaker. Kill hop CTA deadlock. Demo script = one multi-hop measured path, not swarm."
P12-5,P0,feature,engines,SCV/DRV closed loop incomplete while scorecard says Leading,L,no,U-26 · competitive theme,12-gartner-analyst.md,Ship governed safe stimulus + uniquely tagged DRV marker with signed evidence. Until then rename product claims to **Control Observation / Rule Coverage** externally.
P12-6,P0,improvement,gtm,Zero customer references → MQ Market Presence / viability fail,XL (GTM + delivery),no,U-25,12-gartner-analyst.md,"Three ICP design partners with weekly proof-loop SLAs; capture MTTR-to-Fixed, measured-edge %, control miss discoveries. Do not pursue paid MQ inquiry until refs exist."
P12-7,P1,improvement,gtm,Partner-gated rows still shape the “core” 94-row narrative,M,yes,Slice 9 · U-07,12-gartner-analyst.md,"Split scorecard presentation: **Core AEV (owner=None)** vs **Partner/Ecosystem**. Cap Partner rows at Strong only with live partner SOW evidence; never Leading without joint customer proof. Slice 9: honest “partner-gated” UI, not fake readiness."
P12-8,P1,improvement,ai-agents,Agent/A2A/MCP/Multi-Agent rows are peak-hype criteria inside an AEV matrix,M,yes,U-16,12-gartner-analyst.md,"Exclude or demote AI-protocol rows from external AEV briefings. Move Autonomous nav to Labs. Score Multi-Agent against *measured mission assembly*, not orchestration UX alone."
P12-9,P1,improvement,nav,"Feature zoo dilutes category — ~35–50 destinations, dual nav configs",M,yes,U-03,12-gartner-analyst.md,Persona rail ≤10 for New tenants: Dashboard · Missions · Paths · Findings · Remediation · Schedules · Runners · Integrations · Reports · Evidence (+ Admin). Everything else Settings/Labs/MSSP role.
P12-10,P1,improvement,copy,Three proof-loop vocabularies break Completeness of Vision consistency,S–M,yes,U-02,12-gartner-analyst.md,"One vocabulary systemwide (product stages = CTEM stages or PRD three-act only). Align radar, nav, help, demo script, analyst one-pager."
P12-11,P1,improvement,gtm,GTM narrative is wartime honesty + peacetime shell,L,no,theme — Horowitz wartime honesty / peacetime GTM shell,12-gartner-analyst.md,Invoice-first design-partner SKU (“Pay for what you validate” meters already exist). AWS Marketplace path to Limited listing. Freeze feature launch calendar until first three paid pilots.
P12-12,P1,improvement,competitive,Choke-point “Leading 4.5” overstates graph science,L,no,U-07,12-gartner-analyst.md,External language: “prioritized breakers (pattern + evidence).” Ship min-cut/betweenness solver or drop Leading. Tie breakers to measured edges only for Leaders demos.
P12-13,P1,improvement,compliance,Compliance attestation depth thin for regulated MQ buyers,L,yes,U-24,12-gartner-analyst.md,Two frameworks only (e.g. SOC 2-aligned validation evidence + one of DORA/PCI) with control catalog linked to measured claims. Park the rest as labeled stubs.
P12-14,P1,request,integrations,Integration breadth is CoV asset; depth certification is AtE debt,L,no,none (aligns Forrester integration theme),12-gartner-analyst.md,Publish external tier table (Production / Beta / Planned). Certify top 10 (SIEM/EDR/CNAPP/ITSM/IdP) with customer-credential evidence. Keep Planned non-connectable (Slice 1 win — protect).
P12-15,P1,improvement,ops,Ops/security external validation still blocks Leaders-band Execute,L,no,U-19 · U-20,12-gartner-analyst.md,Independent control-plane + runner pen test summary process; mTLS default-on for prod runners; one multi-tenant soak report. Attach to trust pack for design partners.
P12-16,P2,improvement,gtm,Internal 79.1→95.9 plan is not an MQ progress metric,S,yes,U-07 · Slice 10,12-gartner-analyst.md,Dual scoreboard: (A) engineering 94-row index internal-only; (B) **MQ proxy** = CoV/AtE table in this document + reference count + measured-edge ratio + Production connectors. Gate external claims on B only.
P12-17,P2,innovation,competitive,Honesty architecture is the Leaders differentiator — productize the trust metric,M,no,theme — proof not claims (protect),12-gartner-analyst.md,"Dashboard trust metric: **% claims Measured**, **% Fixed that survived revalidation**, **denied-never-queued count**, **signature verification rate**. Put it on every executive report. That is MQ Innovation + CoV."
P12-18,P2,improvement,mssp,MSSP multi-tenancy is Execute wedge underplayed in GTM,L,no,none (Horowitz packaging adjacent),12-gartner-analyst.md,"MSSP-first GTM: co-managed ASV packs, QBR reports, 2–3 trained partners, invoice metering. Use MSSP references as first MQ confidential refs."
P12-19,P2,caution,security,Safety floor is CoV strength — do not erode for BAS peer pressure,S–M,no,theme — safety floor protect,12-gartner-analyst.md,"Explicit safety substitution catalog (what is simulated, what is measured, what is never done). Sell governed non-destructive AEV as the enterprise-grade answer. Partner human validation for residual (row 28)."
P12-20,P2,feature,onboarding,Design-partner mode is correct AtE scaffolding — instrument it for analyst evidence,M,yes,U-09 · U-25  ---,12-gartner-analyst.md,One onboarding rail; require design-partner checklist completion metrics; export anonymized proof-loop KPIs for analyst briefings.
P13-1,P0,request,gtm,Zero customer reference pack blocks Wave inclusion,XL,no,U-25,13-forrester-analyst.md,"Land ≥3 design-partner production tenants on weekly Validate→Remediate→Re-validate; produce NDA reference one-pagers (MTTR to verified Fixed, % Measured vs Heuristic, audit pack acceptance). Do not pursue Wave questionnaire until pack exists."
P13-2,P0,improvement,competitive,Scorecard inflation vs engineering honesty undermines analyst trust,M,no,U-07,13-forrester-analyst.md,Blind independent rescore of all 94 rows against competitive matrix + Slice 2 evidence; freeze “Leading” without measured multi-hop receipts and live SCV inject proof. Align external claims to rescored floor.
P13-3,P0,feature,paths,Multi-hop measured attack paths remain the Wave offering cliff,L,no,theme (Slice 3),13-forrester-analyst.md,"Finish Slice 3: edge planning, durable hop receipts, measured-path recompute, before/after breaker proof. Make “measure hop → fix → re-measure” the first 8 minutes of every analyst demo."
P13-4,P0,feature,engines,Closed-loop SCV / DRV inject-and-observe incomplete for BAS Wave parity,L,no,U-26,13-forrester-analyst.md,Ship governed SCV stimulus + DRV inject-and-observe behind policy/offensive flip with signed detect/block/log evidence. Demo one CrowdStrike/Splunk closed loop end-to-end; keep live kill-chain disabled.
P13-5,P0,bug,nav,Feature zoo + dual nav destroy Wave demo TaskSuccess,M,yes,U-03,13-forrester-analyst.md,"Single nav source; persona primary rail ≤10 items (Dashboard, Missions, Paths, Findings, Remediation, Schedules, Runners, Integrations, Reports, Evidence + Admin). Hide Autonomous/MCP/Swarm/Model Gateway under Labs until loop is boring."
P13-6,P1,improvement,integrations,Integration catalog is breadth-honest but depth-unproven for Wave ecosystem criteria,L,no,"U-27 / U-28 (integrate, don’t replace)",13-forrester-analyst.md,"Certify Production for top 12–15 ICP stack (e.g. CrowdStrike, Sentinel, Splunk, Wiz, Tenable, Okta/Entra, Jira, ServiceNow, AWS/Azure, GitHub, ConnectWise). Publish certification criteria + live-smoke pass dates. Keep Planned non-connectable."
P13-7,P1,feature,integrations,Missing scan-file importers weakens VM-adjacent Wave narratives,M,no,U-28,13-forrester-analyst.md,"Add signed, scoped file importers for Nessus/CSV/SARIF with evidenceBasis=Imported; map into unified findings without claiming Measured."
P13-8,P1,improvement,onboarding,UI TaskSuccess lag vs Trust creates asymmetric Wave story,L,yes,theme (TaskSuccess),13-forrester-analyst.md,Five ICP first-session studies (`docs/qa/ICP_FIRST_SESSION_RESEARCH_PROTOCOL.md`); measure time-to-first Measured finding and time-to-verified Fixed; fix silent write failures; surface integrity verify in Evidence UI.
P13-9,P1,request,gtm,"Market presence near-zero: payment, Marketplace listing, partner metrics",XL,no,theme (peacetime GTM shell),13-forrester-analyst.md,Invoice design partners first; Limited Marketplace listing when metering proven; publish MSSP partner kit (2–3 SIs) with delivery playbooks. Avoid self-serve card processing before references exist (aligns Horowitz freeze).
P13-10,P1,improvement,competitive,"Category positioning must be AEV/proof-layer, not full multi-vector BAS peer",S,no,U-26,13-forrester-analyst.md,External brief: “CTEM proof layer that measures exposure and proves fixes; complements Wiz/Tenable/Microsoft; does not replace full BAS libraries or human red team.” Refuse malware/phishing live parity as success criteria.
P13-11,P1,bug,copy,Competing proof-loop vocabularies confuse Wave questionnaire answers,S,yes,U-02,13-forrester-analyst.md,One vocabulary product-wide (recommend PRD/score-plan loop); map CTEM phases as secondary labels only; purge marketing tagline collisions in UI chrome.
P13-12,P1,improvement,compliance,Compliance packs thin relative to regulated Wave buyers,L,no,U-24,13-forrester-analyst.md,"For 2–3 frameworks only, ship control matrix linked to measured evidence and last-validated date; keep “does not assert certification” disclaimer; demote Leading compliance claims until matrix ships."
P13-13,P1,request,security,External control-plane pen test still open (trust pack gap),L,no,U-20,13-forrester-analyst.md,Commission independent pen test of control plane + runner; publish executive summary process for NDA diligence; close runner mTLS default-on for prod (synthesis U-20).
P13-14,P1,improvement,gtm,Wave demo script must ruthlessly exclude feature zoo,S,yes,U-16,13-forrester-analyst.md,Official Wave/demo script: 7–10 screens only — Dashboard Needs-you → Mission/External validation → Path (measured hop) → Finding → Remediation retest → Evidence pack → Integrations honesty → Reports. Label `/demo` sample. Labs only if asked.
P13-15,P2,feature,evidence,Evidence chain integrity under-exposed in product surfaces,M,no,theme (evidence explorer Slice 7),13-forrester-analyst.md,Expose verify endpoint + UI “Verify integrity / Verify chain” with pass/fail and first broken seq; always surface download integrityVerified flags.
P13-16,P2,improvement,mssp,MSSP architecture is Wave-positive; commercial packaging is not,L,no,theme (Horowitz wedge),13-forrester-analyst.md,One paying or design-partner MSSP portfolio reference; QBR report path proven; invoice packaging before processor.
P13-17,P2,bug,remediation,Remediation ticket CTA gaps hurt mobilization criteria,S,no,U-12,13-forrester-analyst.md,Parity: create ticket on remediation detail with same connectors as snapshot; show ticket URL on Fixed journey.
P13-18,P2,improvement,ops,Blind independent rescore and release qualification required before external analyst pursuit,M,no,theme (Slice 10),13-forrester-analyst.md,"After Slices 3–5 land: freeze claims, run blind rescore, only then start Wave RFI prep. Gate sales decks on rescored numbers."
P13-19,P2,innovation,competitive,"Honesty architecture is the rare Wave Strategy asset — productize it as criteria, not apology",S,no,theme (protect forever),13-forrester-analyst.md,Wave response appendix: “Claim language contract” mapping every customer-visible term to evidence state machine. Lead demos with a Heuristic path that **refuses** Validated until measured. Make honesty the category criterion.
P13-20,P3,request,auth,"Enterprise identity residuals (SCIM/JIT, recovery routes) affect buyer and presence narratives",M,no,U-01 · U-19  ---,13-forrester-analyst.md,Public auth recovery + `?next=` honor; document SCIM decision or sales-assisted SLA; do not claim full SCIM E2E until proven.
P14-1,P1,improvement,onboarding,Monday Needs you: server queue vs client fallback taxonomies disagree,M,no,U-09 (partial); Wave A Needs you excellence protect + deepen,14-security-practitioner.md,One canonical work-queue contract rendered both server- and client-side. Include New unddispositioned findings + correlated threat alerts as first-class kinds (or explicit sub-rows under Understand). Align approval href to the surface that actually decides (findings risk-acceptance **or** policy approvals — not both).
P14-2,P1,bug,copy,Triple naming: Findings vs Validated Results vs Exposure,S,yes,U-02; Practitioner prior ~3.3 note on Exposure naming,14-security-practitioner.md,"Pick **Findings** (preferred for ops) or **Exposure** (preferred for CTEM marketing) — not both. H1, nav, breadcrumbs, help terms, and CSV filename stem must match. Retire legacy **Exposure** nav label with dual-config delete."
P14-3,P0,bug,remediation,Create ticket missing on remediation detail (exists on snapshot),S,no,U-12,14-security-practitioner.md,"Port snapshot ticket UI to rem detail (and rem list row actions): integration picker, create, then sync. Empty state: “Connect PSA/RMM on Integrations” with deep link. Keep honesty banner that ticket closed ≠ Fixed."
P14-4,P1,feature,remediation,Path-gated remediation blocks signal-only findings,M,no,U-11 (findings ops); Slice 4,14-security-practitioner.md,"Allow remediation from finding fingerprint (path optional), with verification method “re-run originating module / snapshot” when no path. Keep one-open-task-per-fingerprint rule. UI: “Route to remediation” always when fingerprint exists."
P14-5,P1,improvement,ops,Schedules lack mid-market ops knobs,M,no,Slice 8 continuous validation ops,14-security-practitioner.md,(1) Edit scopes post-create. (2) Failure → Needs you kind already exists (`FailedRun`) — surface last failure reason + mission link on schedule row. (3) Optional notify: email to owner or webhook event. (4) Optional default pack / mission template. (5) Guard concurrent run policy visible in UI.
P14-6,P2,improvement,nav,Schedules live under “Remediate” group,S,yes,U-03,14-security-practitioner.md,Move Schedules under Prove or Operate next to Runners/Validation Ops; rename eyebrow to “Operate · Continuous validation.”
P14-7,P1,improvement,runners,Runner readiness ≠ engine install readiness,M,no,none (engines install focus),14-security-practitioner.md,Runner detail: matrix of required engines for allowlisted modules with installStatus. Snapshot readiness: “Installed & enabled on selected runner” not just tenant-enabled count. Link Install CTA to `/registries` with toolId query.
P14-8,P1,feature,onboarding,No authorized-scope home; Assets & Scope is data fabric,L,yes,Slice 6; synthesis “Assets & Scope primary workspace”,14-security-practitioner.md,"Slice 6 as written: Scope workspace (list, verify, safety envelope, segments) as primary; data fabric as “Asset lineage” secondary. Or rename nav until Scope exists."
P14-9,P2,improvement,nav,Dual dashboard labels (Dashboard vs Executive vs legacy Command center),S,yes,U-03,14-security-practitioner.md,One operator home name: **Dashboard**. Executive stays for leadership. Delete “Command center” label everywhere user-facing; keep component name internal.
P14-10,P0,improvement,nav,Feature zoo: ~38 primary destinations for a many-hat operator,M,yes,U-03; U-16,14-security-practitioner.md,Persona rail ≤10 for default tenant; Autonomous + Intel + half of Govern behind “More / Labs / Admin.” Single nav source — delete or generate-test-only for legacy `APP_NAV_SECTIONS`.
P14-11,P1,improvement,engines,"Engine install UX is a marketplace, not a readiness checklist",M,yes,none,14-security-practitioner.md,Guided “Engines for your first snapshot” subset (top N modules) with Install → Enable → Test path; collapse ExtensionDeveloperStudio below fold for non-builders.
P14-12,P1,improvement,onboarding,Dual first-run: GetStarted vs Getting Started guide,M,yes,U-09,14-security-practitioner.md,"One activation model. Dashboard GetStarted should deep-link “See full checklist” to milestones **or** absorb top diagnostics into the three steps. Put Getting Started in help drawer, not a second religion."
P14-13,P2,bug,api,Work-queue “Policy approvals” lands on Policies = Trust & Safety shell,M,no,none,14-security-practitioner.md,"Dedicated pending-approvals panel that respects query param, or href to the surface that records the decision (mission detail / authorization record)."
P14-14,P2,improvement,findings,Fingerprint / occurrence / root-cause invisible in queue,S,no,U-11,14-security-practitioner.md,"Show occurrenceCount badge, lastSeen, and root-cause one-liner on row; filter “group members.” Default Active queue excluding FP/Suppressed."
P14-15,P2,improvement,remediation,Remediation detail loads entire rem list to resolve one id,S,no,none,14-security-practitioner.md,`GET /remediations/:id` + client get; keep list for workbench.
P14-16,P2,improvement,ops,Needs you total sums bucket counts (inflated badge),S,no,none,14-security-practitioner.md,Show `items.length` categories + secondary “N work units”; or cap display as “4 queues · 12 items.”
P14-17,P2,improvement,findings,Fix workflow uses only first related path,S,no,U-11,14-security-practitioner.md,Path picker when `relatedPathIds.length > 1`; show path summary (entry → objective).
P14-18,P2,improvement,runners,Multiple runner UIs increase ops training cost,M,yes,none,14-security-practitioner.md,One Runners surface; deprecate alternate workbenches; one install path per OS with copy-paste that matches control plane URL.
P14-19,P2,feature,ops,Schedules not linked into Needs you as first-class program health,M,no,Slice 8,14-security-practitioner.md,"Work-queue kinds: SchedulePaused, ScheduleMissedNextRun, ScheduleLastRunFailed (with href `/schedules`)."
P14-20,P3,improvement,design-system,Dual chrome components on operator paths,L,yes,U-14,14-security-practitioner.md,Finish migration on rem/schedules/runners/findings only (not whole zoo).
P14-21,P2,request,integrations,Ticket create needs zero-click default destination,S,no,U-12 (extends),14-security-practitioner.md,Default to sole connected ticketing integration; remember last-used per tenant; optional default project key in integration config.
P14-22,P3,improvement,copy,Proof-loop stage vocab vs CTEM radar vs Needs you stages,M,yes,U-02  ---,14-security-practitioner.md,One stage enum in UI chrome; map CTEM to it in a single legend.
P15-1,P0,bug,engines,Module manifests label third-party engines Proprietary (dual-truth),M,no,U-04,15-oss-advocate.md,"For every module with non-empty `toolIds`, set `license` to the primary tool SPDX (or SPDX expression). Add hard certification failure on mismatch. Regenerate notices."
P15-2,P0,bug,engines,Semgrep modules claim MIT while catalog is LGPL-2.1 RequiresLegalReview,S,yes,U-04,15-oss-advocate.md,Set module license to `LGPL-2.1`; `licenseRisk: RequiresLegalReview`; ensure sim modules cannot surface as Allowed executable product depth. Cross-check in certification.
P15-3,P0,bug,security,scan-executor image redistributes GPL-family tools marked RequiresLegalReview,L,no,U-04,15-oss-advocate.md,Remove GPL/LGPL-family packages from default scan-executor image; leave only permissive pins (gitleaks/nuclei/trivy/osv/prowler/promptfoo/pyrit). Route restricted tools through Engine Lab accept→install after Phase 0–1. Add CI image scan gate promised in plan §10.
P15-4,P0,bug,security,licenseRisk derived only from module.license string (bypasses tool disposition),M,no,U-04,15-oss-advocate.md,"Derive risk as max severity of (module license disposition, each tool’s license disposition, each tool’s `policyStatus`). Never allow Proprietary to collapse linked GPL risk."
P15-5,P1,bug,api,License inventory evaluates modules without tool cross-check or policyStatus,M,no,U-04,15-oss-advocate.md,"Add inventory rule: for each module with toolIds, license must match primary tool (or explicit multi-tool expression); fail CI on mismatch. Add NPSL + dual-truth unit tests."
P15-6,P1,bug,copy,AGPL policy dual-truth: “legal review” prose vs unconditional Blocked in code,S,no,none,15-oss-advocate.md,"Align all policies: AGPL/SSPL/BSL/Commons Clause/PolyForm = **Blocked, never installable**. Keep GPL/LGPL as RequiresLegalReview. Fix root OPEN_SOURCE_POLICY bullet."
P15-7,P1,improvement,engines,NPSL treated as generic Allowed while redistributed in runner-agent,M,no,theme (prior OSS F3),15-oss-advocate.md,Add NPSL (and similar “not pure permissive”) pattern → `RequiresLegalReview` or `AllowedWithObligations` with mandatory notice bundle; document agent image redistribution; fix module license to NPSL.
P15-8,P1,feature,engines,Engine Lab BYO license acceptance is plan-only; runtime is hard-deny with no accept path,L,no,theme (Wave A license honesty),15-oss-advocate.md,"Implement Phase 0–1 before marketing Engine Lab: acceptance artifact, gate install on current pin+text hash, audit actor/time, then install/verify/enable. Keep Blocked (AGPL) non-installable."
P15-9,P1,improvement,engines,Catalog lacks integrity/upstream license URL fields required by Engine Lab Phase 0,L,no,none,15-oss-advocate.md,Extend shared schema + toolchain for integrity fields; verify before enable; refuse install without expected digest for review tools.
P15-10,P1,bug,copy,Nuclei missing template name defaults to Periscan-branded string,S,no,theme (prior OSS F2),15-oss-advocate.md,Fallback to `template-id` only or `'Unknown template'`; keep profile name (`safe-baseline`) as separate field (already present).
P15-11,P1,bug,engines,Module certification certifies dual-truth and does not fail on tool↔module license mismatch,M,no,U-18 (stale cert report theme; this is the license slice),15-oss-advocate.md,Hard-fail when any `toolIds` entry’s license/policy disagrees with module license/licenseRisk; regenerate report after fix.
P15-12,P2,improvement,compliance,"THIRD_PARTY_NOTICES is a license inventory table, not attribution notices",M,no,none,15-oss-advocate.md,"Keep inventory tables; add section for **redistributed runtime binaries** with project name, copyright, SPDX, upstream URL, and license text path. Split first-party Proprietary modules from third-party table."
P15-13,P2,request,other,No root CONTRIBUTING.md or public OSS adapter contribution guide,S,no,theme (prior OSS F5),15-oss-advocate.md,"Add short `CONTRIBUTING.md`: license field rules (SPDX from upstream only), no Proprietary for third-party tools, intake API path, certification checklist, Engine Lab acceptance model, link to adapter spec."
P15-14,P2,improvement,gtm,Marketplace honesty: dual surfaces + legal-review dead-end without BYO story,L,yes,U-03 / U-16 (surface zoo),15-oss-advocate.md,Single marketplace home (`/engines`) with three license lanes; legal-review cards show **Review license & install** only after Phase 1; Blocked = Not available. Demote Registry Center to certification factory.
P15-15,P2,bug,ops,Module certification report is stale relative to module catalog growth,S,no,U-18,15-oss-advocate.md,Regenerate in `pnpm verify`; fail if report drift; or stop committing and generate in CI artifact only.
P15-16,P2,bug,engines,Adapter contract text violated by current manifests,S,no,U-04,15-oss-advocate.md,Spec compliance test in certification; update examples in adapter spec with correct SPDX samples.
P15-17,P2,improvement,other,No repository root LICENSE clarifies Periscan product vs engine licenses,S,no,none,15-oss-advocate.md,Add proprietary LICENSE (or BUSL/source-available if chosen) + README pointer: engines under their SPDX; product under LICENSE; notices under `licenses/THIRD_PARTY_NOTICES.md`.
P15-18,P2,improvement,copy,“Never raw tool branding as primary UX” over-read as erase-upstream risk,S,no,theme (prior OSS F4),15-oss-advocate.md,"Rewrite to: “Primary UX is Periscan proof language; **always attribute** engine name + SPDX in module detail, evidence methodology, and Engine Lab cards.”"
